580,318 
1024,1024 
1024,1024 
1021,1024 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
0,1024 
0,1024 
-11,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,450 
-1024,0 
-1024,0 
-1024,-512 
-1024,-1024 
-1024,-1024 
-1024,-1024 
0,-1024 
0,-1024 
417,-1024 
1021,-1024 
1024,-1024 
1024,-1024 
1024,-1024 
1024,-1024 
1024,0 
1024,0 
1024,0 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
0,1024 
0,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,0 
-1024,0 
0,0 
0,697 
0,1024 
0,1024 
0,1024 
0,1024 
0,1024 
0,1024 
0,1021 
0,1024 
-2,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,454 
-1024,0 
-1024,0 
-1024,0 
-1024,-639 
-1024,-1024 
-1024,-1024 
-1024,-1024 
0,-1024 
0,-1024 
1021,-1024 
1024,-1024 
1021,-1024 
1024,-1024 
1021,-1024 
1024,-641 
1024,0 
1024,0 
1024,0 
1024,0 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
995,1024 
0,1024 
0,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
108,0 
0,0 
0,0 
0,0 
0,536 
0,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,0 
-1024,0 
-1024,0 
-1024,0 
-1024,-477 
-1024,-1024 
-1024,-1024 
-1024,-1024 
-1024,-1024 
0,-1024 
0,-1024 
0,-1024 
1019,-1024 
1024,-1024 
1024,-1024 
1021,-1024 
1024,-1024 
1024,-639 
1024,0 
1024,0 
1024,417 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
0,1024 
0,1024 
-1017,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,543 
-1024,0 
-1024,0 
-1024,0 
-1024,-441 
-1024,-1024 
-1024,-1024 
-1024,-1024 
0,-1024 
0,-1024 
0,0 
0,0 
0,0 
0,0 
0,519 
166,1024 
186,1024 
175,1024 
0,1024 
0,1024 
0,1024 
0,1024 
0,1024 
-480,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,0 
-1024,0 
-1024,0 
-1024,-195 
-1024,-1024 
-1024,-1024 
-1024,-1024 
-1024,-1024 
-191,-1024 
0,-1024 
82,-1024 
1021,-1024 
1024,-1024 
1024,-1024 
1024,-1024 
1021,-1024 
1024,-1024 
1024,0 
1024,0 
1024,0 
1024,476 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
478,1024 
0,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,0 
168,0 
0,0 
0,0 
0,0 
0,184 
0,1024 
0,1024 
0,1024 
0,1024 
0,1024 
0,1024 
0,1024 
-95,1021 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1021 
-1024,214 
-1024,0 
-1024,0 
-1024,0 
-1024,-596 
-1024,-1024 
-1024,-1024 
-1024,-1024 
-1024,-1024 
-698,-1024 
0,-1024 
0,-1024 
465,-1024 
1024,-1024 
1024,-1024 
1021,-1024 
1021,-1024 
1021,-1024 
1024,0 
1024,0 
1024,0 
1024,0 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
0,1024 
-568,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,110 
-1024,0 
-1024,-1024 
-1024,-1024 
0,0 
0,0 
201,138 
1019,1024 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
723,1024 
0,1024 
0,1024 
0,1024 
0,1024 
-279,1021 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,0 
-1024,0 
-1024,0 
-1024,0 
-1024,-605 
-1024,-1024 
-1024,-1024 
-1024,-1024 
-1024,-1024 
0,-1024 
0,-1024 
1024,-1024 
1024,-1024 
1024,-1024 
1024,-1024 
1024,-1024 
1024,-587 
1024,0 
1024,0 
1024,0 
1024,0 
1024,1024 
1024,1024 
1021,1024 
1024,1024 
186,1024 
0,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,0 
0,0 
0,-427 
235,-1024 
1021,-1024 
1021,-1024 
1024,-1024 
1024,-1024 
1024,-1024 
1021,-1024 
1021,-1024 
1021,-1024 
1024,-427 
1024,0 
1021,0 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
0,1024 
0,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,307 
-1024,0 
-1024,0 
-1024,-1024 
-1024,-1024 
-1024,-1024 
0,-1024 
0,-1024 
0,0 
0,0 
0,0 
0,0 
0,783 
0,1024 
0,1024 
0,1024 
0,1024 
0,1024 
0,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,716 
-1024,0 
-1024,0 
-1024,-1024 
-1024,-1024 
-1024,-1024 
-1024,-1024 
0,-1024 
0,-1024 
1021,-1024 
1024,-1024 
1024,-1024 
1024,-1024 
1021,-1024 
1024,0 
1024,0 
1024,0 
1024,0 
1024,766 
1024,1024 
1024,1024 
1024,1024 
0,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
0,0 
0,0 
411,0 
679,0 
1024,287 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
1015,1024 
331,1024 
0,1024 
0,1024 
0,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,90 
-1024,0 
-1024,0 
-1024,-614 
-1024,-1024 
-1024,-1024 
-1024,-1024 
-1024,-1024 
0,-1024 
0,-1024 
400,-1024 
1024,-1024 
1024,-1024 
1024,-1024 
1024,-502 
1024,0 
1024,0 
1024,0 
1024,0 
1024,158 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
0,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
0,0 
0,0 
0,272 
0,1024 
0,1024 
-161,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,0 
-1024,0 
-1024,0 
-1024,-548 
-1024,-1024 
-1024,-1024 
-1024,-1024 
-709,-1024 
0,-1024 
38,-1024 
1021,-1024 
1024,-1024 
1024,-1024 
1024,-1024 
1024,0 
1024,0 
1024,0 
1024,491 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
0,1024 
0,1024 
-1024,1021 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,0 
-1024,0 
0,0 
10,0 
591,0 
1021,0 
1024,0 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
573,1024 
0,1024 
0,1024 
0,1024 
-832,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,342 
-1024,0 
-1024,0 
-1024,-1024 
-1024,-1024 
-1024,-1024 
-1024,-1024 
-864,-1024 
0,-1024 
0,-1024 
536,-1024 
1024,-1024 
1024,-1024 
1024,-1024 
1021,-1024 
1021,0 
1024,0 
1024,0 
1024,1021 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
199,1024 
0,1024 
-1024,1024 
-1024,1024 
-1024,1024 
0,0 
0,0 
184,0 
1024,0 
1024,0 
1024,0 
1024,0 
1024,0 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
1021,1024 
1024,1024 
129,1024 
0,1024 
0,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,0 
-1024,0 
-1024,-1024 
-1024,-1024 
-1024,-1024 
-839,-1024 
0,-1024 
0,-1024 
1021,-1024 
1024,-1024 
1021,-1024 
1021,-1024 
1024,-225 
1024,0 
1024,0 
1024,521 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
0,1024 
-1024,1024 
-1024,1024 
-1024,106 
-1024,0 
-1024,0 
513,0 
0,0 
0,0 
324,0 
1024,0 
1024,0 
1024,0 
1024,0 
1024,0 
1024,772 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
270,1024 
0,1024 
0,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,0 
-1024,0 
-1024,-1024 
-1024,-1024 
-1024,-1024 
-1024,-1024 
-1024,-1024 
-175,-1024 
0,-1024 
0,-1024 
1021,-1024 
1024,-1024 
1021,-1024 
1024,-1024 
1024,-498 
1024,0 
1024,0 
1024,0 
1024,688 
1024,1024 
1024,1024 
1024,1024 
1021,1024 
0,1024 
-1024,1024 
-1024,1024 
0,0 
0,0 
0,1024 
0,1024 
0,1021 
0,1024 
0,1024 
-628,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,231 
-1024,0 
-1024,0 
-1024,-439 
-1024,-1024 
-1024,-1024 
-1024,-1024 
-1024,-1024 
0,-1024 
0,-1024 
1024,-1024 
1021,-1024 
1021,-1024 
1024,-1024 
1024,-1024 
1024,-1024 
1024,-241 
1024,0 
1024,0 
1024,0 
1024,829 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
0,1024 
0,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,601 
-1024,0 
-1024,0 
-1024,0 
-1024,-1024 
-1024,-1024 
-1024,-1024 
-632,-1024 
0,-1024 
0,-1024 
0,0 
0,0 
0,0 
0,0 
335,0 
510,0 
582,463 
588,1024 
536,1024 
188,1024 
0,1024 
0,1024 
0,1024 
0,1024 
-45,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1021 
-1024,1024 
-1024,1024 
-1024,372 
-1024,0 
-1024,-557 
-1024,-1024 
-1024,-1024 
-1024,-1024 
-698,-1024 
0,-1024 
0,-1024 
1021,-1024 
1024,-1024 
1024,-1024 
1024,-1024 
0,0 
0,0 
655,0 
1021,0 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
0,1024 
0,1024 
0,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,0 
-1024,0 
-1024,0 
-1024,-1024 
-1024,-1024 
-1024,-1024 
-1024,-1024 
0,-1024 
0,-1024 
495,-1024 
1024,-1024 
1024,-1024 
1024,-1024 
1024,-1024 
1024,-1024 
1024,0 
1024,0 
1024,0 
1024,186 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
0,1024 
0,1024 
-375,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,1024 
-1024,201 
-1024,0 
-1024,-232 
-1024,-1024 
-1024,-1024 
-1024,-1024 
0,-1024 
0,-1024 
0,-1024 
1024,-1024 
1024,-1024 
1021,-1024 
1024,-1024 
1021,-1024 
1024,-191 
1024,0 
1024,0 
1024,448 
1024,1024 
1024,1024 
1024,1024 
1024,1024 
606,1024 
0,1024 
0,1024 
-744,1024 
-1024,1024 
-1024,1024 
